 YEAR,  MON,  DAY, HOUR,      LOAD,  DRY BULB, DEW POINT,       OP4,    LAMBDA 
   84,    1,    1,    1,      9587,      17.2,       3.1,         0,      0.00
   84,    1,    1,    2,      9161,      17.1,       3.1,         0,      0.00
   84,    1,    1,    3,      8751,      17.1,       3.4,         0,      0.00
   84,    1,    1,    4,      8434,      17.1,       3.8,         0,      0.00
   84,    1,    1,    5,      8293,      17.0,       4.4,         0,      0.00
   84,    1,    1,    6,      8360,      17.0,       5.2,         0,      0.00
   84,    1,    1,    7,      8557,      17.2,       6.2,         0,      0.00
   84,    1,    1,    8,      8722,      17.6,       7.2,         0,      0.00
   84,    1,    1,    9,      9212,      18.6,       8.2,         0,      0.00
   84,    1,    1,   10,      9633,      20.2,       9.3,         0,      0.00
   84,    1,    1,   11,     10031,      23.0,      10.2,         0,      0.00
   84,    1,    1,   12,     10299,      25.8,      11.1,         0,      0.00
   84,    1,    1,   13,     10333,      27.9,      11.8,         0,      0.00
   84,    1,    1,   14,     10051,      28.1,      11.9,         0,      0.00
   84,    1,    1,   15,      9791,      27.5,      11.9,         0,      0.00
   84,    1,    1,   16,      9805,      26.3,      11.8,         0,      0.00
   84,    1,    1,   17,     10660,      24.3,      11.9,         0,      0.00
   84,    1,    1,   18,     11549,      22.3,      11.7,         0,      0.00
   84,    1,    1,   19,     11479,      20.6,      11.2,         0,      0.00
   84,    1,    1,   20,     11227,      20.4,      10.3,         0,      0.00
   84,    1,    1,   21,     11008,      20.5,       9.3,         0,      0.00
   84,    1,    1,   22,     10594,      20.6,       8.6,         0,      0.00
   84,    1,    1,   23,      9978,      20.2,       8.6,         0,      0.00
   84,    1,    1,   24,      9276,      19.9,       8.8,         0,      0.00
   84,    1,    2,    1,      8618,      19.7,       9.0,         0,      0.00
   84,    1,    2,    2,      8212,      19.9,       9.0,         0,      0.00
   84,    1,    2,    3,      8018,      20.1,       9.0,         0,      0.00
   84,    1,    2,    4,      7920,      20.2,       9.1,         0,      0.00
   84,    1,    2,    5,      7979,      20.1,       9.2,         0,      0.00
   84,    1,    2,    6,      8181,      20.0,       9.5,         0,      0.00
   84,    1,    2,    7,      8659,      20.0,      10.1,         0,      0.00
   84,    1,    2,    8,      9180,      20.2,      11.3,         0,      0.00
   84,    1,    2,    9,     10047,      20.5,      12.8,         0,      0.00
   84,    1,    2,   10,     10959,      21.3,      14.5,         0,      0.00
   84,    1,    2,   11,     11593,      22.8,      16.2,         0,      0.00
   84,    1,    2,   12,     11805,      24.6,      17.9,         0,      0.00
   84,    1,    2,   13,     11782,      26.2,      19.3,         0,      0.00
   84,    1,    2,   14,     11447,      27.0,      20.1,         0,      0.00
   84,    1,    2,   15,     11157,      27.5,      20.5,         0,      0.00
   84,    1,    2,   16,     11103,      27.9,      20.8,         0,      0.00
   84,    1,    2,   17,     11998,      28.3,      20.8,         0,      0.00
   84,    1,    2,   18,     12763,      28.3,      20.7,         0,      0.00
   84,    1,    2,   19,     12455,      27.8,      20.2,         0,      0.00
   84,    1,    2,   20,     12158,      26.6,      19.4,         0,      0.00
   84,    1,    2,   21,     11756,      25.3,      18.5,         0,      0.00
   84,    1,    2,   22,     11174,      24.2,      18.0,         0,      0.00
   84,    1,    2,   23,     10298,      24.3,      18.2,         0,      0.00
   84,    1,    2,   24,      9435,      24.5,      18.5,         0,      0.00
   84,    1,    3,    1,      8789,      24.8,      18.8,         0,      0.00
   84,    1,    3,    2,      8388,      24.9,      18.6,         0,      0.00
   84,    1,    3,    3,      8234,      25.0,      18.4,         0,      0.00
   84,    1,    3,    4,      8202,      25.0,      18.0,         0,      0.00
   84,    1,    3,    5,      8340,      24.9,      17.4,         0,      0.00
   84,    1,    3,    6,      9121,      24.9,      16.9,         0,      0.00
   84,    1,    3,    7,     11207,      25.3,      16.6,         0,      0.00
   84,    1,    3,    8,     13120,      26.2,      16.9,         0,      0.00
   84,    1,    3,    9,     13707,      27.7,      17.3,         0,      0.00
   84,    1,    3,   10,     13900,      29.4,      17.6,         0,      0.00
   84,    1,    3,   11,     13805,      31.6,      17.2,         0,      0.00
   84,    1,    3,   12,     13540,      33.7,      16.9,         0,      0.00
   84,    1,    3,   13,     13182,      35.1,      16.7,         0,      0.00
   84,    1,    3,   14,     13054,      34.8,      16.8,         0,      0.00
   84,    1,    3,   15,     12802,      33.8,      17.1,         0,      0.00
   84,    1,    3,   16,     12712,      32.5,      17.3,         0,      0.00
   84,    1,    3,   17,     13635,      31.1,      17.6,         0,      0.00
   84,    1,    3,   18,     14581,      29.6,      17.8,         0,      0.00
   84,    1,    3,   19,     14193,      28.2,      18.0,         0,      0.00
   84,    1,    3,   20,     13699,      27.6,      18.0,         0,      0.00
   84,    1,    3,   21,     13167,      27.3,      18.1,         0,      0.00
   84,    1,    3,   22,     12440,      27.3,      18.5,         0,      0.00
   84,    1,    3,   23,     11262,      27.7,      19.2,         0,      0.00
   84,    1,    3,   24,     10010,      28.2,      20.0,         0,      0.00
   84,    1,    4,    1,      9151,      28.8,      20.7,         0,      0.00
   84,    1,    4,    2,      8734,      29.0,      21.1,         0,      0.00
   84,    1,    4,    3,      8523,      29.1,      21.5,         0,      0.00
   84,    1,    4,    4,      8442,      29.4,      21.9,         0,      0.00
   84,    1,    4,    5,      8542,      29.8,      22.5,         0,      0.00
   84,    1,    4,    6,      9245,      30.2,      23.2,         0,      0.00
   84,    1,    4,    7,     11155,      30.8,      23.8,         0,      0.00
   84,    1,    4,    8,     13029,      31.6,      24.3,         0,      0.00
   84,    1,    4,    9,     13544,      32.5,      24.7,         0,      0.00
   84,    1,    4,   10,     13668,      33.7,      25.0,         0,      0.00
   84,    1,    4,   11,     13713,      35.2,      25.4,         0,      0.00
   84,    1,    4,   12,     13517,      36.6,      25.7,         0,      0.00
   84,    1,    4,   13,     13273,      37.7,      25.9,         0,      0.00
   84,    1,    4,   14,     13191,      38.1,      25.9,         0,      0.00
   84,    1,    4,   15,     13067,      38.1,      25.9,         0,      0.00
   84,    1,    4,   16,     13000,      37.9,      26.0,         0,      0.00
   84,    1,    4,   17,     13886,      37.4,      26.6,         0,      0.00
   84,    1,    4,   18,     14431,      36.8,      27.2,         0,      0.00
   84,    1,    4,   19,     13984,      36.1,      27.7,         0,      0.00
   84,    1,    4,   20,     13410,      35.6,      27.8,         0,      0.00
   84,    1,    4,   21,     12859,      35.2,      27.9,         0,      0.00
   84,    1,    4,   22,     11998,      34.7,      28.0,         0,      0.00
   84,    1,    4,   23,     10878,      34.4,      28.2,         0,      0.00
   84,    1,    4,   24,      9718,      34.1,      28.4,         0,      0.00
   84,    1,    5,    1,      8832,      33.8,      28.6,         0,      0.00
   84,    1,    5,    2,      8431,      33.4,      28.7,         0,      0.00
   84,    1,    5,    3,      8182,      33.0,      28.8,         0,      0.00
   84,    1,    5,    4,      8095,      32.6,      28.9,         0,      0.00
   84,    1,    5,    5,      8217,      32.3,      28.7,         0,      0.00
   84,    1,    5,    6,      8915,      32.2,      28.6,         0,      0.00
   84,    1,    5,    7,     10887,      32.5,      28.6,         0,      0.00
   84,    1,    5,    8,     12745,      33.6,      29.1,         0,      0.00
   84,    1,    5,    9,     13322,      34.9,      29.7,         0,      0.00
   84,    1,    5,   10,     13398,      36.5,      30.2,         0,      0.00
   84,    1,    5,   11,     13349,      38.0,      30.4,         0,      0.00
   84,    1,    5,   12,     13133,      39.4,      30.4,         0,      0.00
   84,    1,    5,   13,     12796,      40.3,      30.4,         0,      0.00
   84,    1,    5,   14,     12814,      40.1,      30.1,         0,      0.00
   84,    1,    5,   15,     12635,      39.6,      29.7,         0,      0.00
   84,    1,    5,   16,     12629,      38.9,      29.3,         0,      0.00
   84,    1,    5,   17,     13284,      38.2,      29.0,         0,      0.00
   84,    1,    5,   18,     14018,      37.6,      28.7,         0,      0.00
   84,    1,    5,   19,     13680,      37.0,      28.5,         0,      0.00
   84,    1,    5,   20,     13200,      36.7,      28.6,         0,      0.00
   84,    1,    5,   21,     12653,      36.4,      28.8,         0,      0.00
   84,    1,    5,   22,     11841,      36.1,      29.1,         0,      0.00
   84,    1,    5,   23,     10745,      35.5,      29.3,         0,      0.00
   84,    1,    5,   24,      9521,      34.9,      29.5,         0,      0.00
   84,    1,    6,    1,      8710,      34.5,      29.9,         0,      0.00
   84,    1,    6,    2,      8294,      34.4,      30.4,         0,      0.00
   84,    1,    6,    3,      8058,      34.5,      30.9,         0,      0.00
   84,    1,    6,    4,      8015,      34.6,      31.3,         0,      0.00
   84,    1,    6,    5,      8086,      34.8,      31.5,         0,      0.00
   84,    1,    6,    6,      8794,      35.0,      31.6,         0,      0.00
   84,    1,    6,    7,     10667,      35.2,      31.8,         0,      0.00
   84,    1,    6,    8,     12590,      35.5,      32.4,         0,      0.00
   84,    1,    6,    9,     13214,      35.8,      33.0,         0,      0.00
   84,    1,    6,   10,     13444,      36.3,      33.5,         0,      0.00
   84,    1,    6,   11,     13577,      36.8,      33.8,         0,      0.00
   84,    1,    6,   12,     13602,      37.4,      34.1,         0,      0.00
   84,    1,    6,   13,     13201,      37.8,      34.3,         0,      0.00
   84,    1,    6,   14,     13141,      37.9,      34.6,         0,      0.00
   84,    1,    6,   15,     12903,      37.9,      34.7,         0,      0.00
   84,    1,    6,   16,     12704,      37.7,      34.8,         0,      0.00
   84,    1,    6,   17,     13274,      37.4,      34.8,         0,      0.00
   84,    1,    6,   18,     13678,      37.0,      34.7,         0,      0.00
   84,    1,    6,   19,     13202,      36.6,      34.5,         0,      0.00
   84,    1,    6,   20,     12615,      36.3,      34.2,         0,      0.00
   84,    1,    6,   21,     12056,      36.1,      33.8,         0,      0.00
   84,    1,    6,   22,     11377,      36.0,      33.3,         0,      0.00
   84,    1,    6,   23,     10466,      35.9,      32.6,         0,      0.00
   84,    1,    6,   24,      9464,      35.8,      32.0,         0,      0.00
   84,    1,    7,    1,      8647,      35.6,      31.4,         0,      0.00
   84,    1,    7,    2,      8180,      35.0,      30.9,         0,      0.00
   84,    1,    7,    3,      7874,      34.4,      30.3,         0,      0.00
   84,    1,    7,    4,      7725,      33.8,      29.9,         0,      0.00
   84,    1,    7,    5,      7727,      33.5,      29.5,         0,      0.00
   84,    1,    7,    6,      7911,      33.5,      29.3,         0,      0.00
   84,    1,    7,    7,      8553,      33.6,      29.1,         0,      0.00
   84,    1,    7,    8,      9293,      34.3,      29.2,         0,      0.00
   84,    1,    7,    9,     10346,      35.1,      29.3,         0,      0.00
   84,    1,    7,   10,     11270,      35.8,      29.2,         0,      0.00
   84,    1,    7,   11,     11682,      36.2,      28.7,         0,      0.00
   84,    1,    7,   12,     11685,      36.5,      27.9,         0,      0.00
   84,    1,    7,   13,     11339,      36.4,      26.7,         0,      0.00
   84,    1,    7,   14,     10969,      35.7,      24.7,         0,      0.00
   84,    1,    7,   15,     10700,      34.7,      22.5,         0,      0.00
   84,    1,    7,   16,     10640,      33.5,      20.4,         0,      0.00
   84,    1,    7,   17,     11425,      32.3,      19.1,         0,      0.00
   84,    1,    7,   18,     12441,      30.8,      17.8,         0,      0.00
   84,    1,    7,   19,     12127,      29.2,      16.6,         0,      0.00
   84,    1,    7,   20,     11713,      27.2,      15.2,         0,      0.00
   84,    1,    7,   21,     11259,      25.3,      13.9,         0,      0.00
   84,    1,    7,   22,     10774,      23.5,      12.8,         0,      0.00
   84,    1,    7,   23,     10203,      22.4,      12.0,         0,      0.00
   84,    1,    7,   24,      9457,      21.4,      11.2,         0,      0.00
   84,    1,    8,    1,      8814,      20.6,      10.5,         0,      0.00
   84,    1,    8,    2,      8428,      19.8,       9.8,         0,      0.00
   84,    1,    8,    3,      8173,      19.1,       9.0,         0,      0.00
   84,    1,    8,    4,      8082,      18.3,       8.1,         0,      0.00
   84,    1,    8,    5,      8059,      17.3,       7.0,         0,      0.00
   84,    1,    8,    6,      8246,      16.4,       5.9,         0,      0.00
   84,    1,    8,    7,      8537,      16.0,       5.0,         0,      0.00
   84,    1,    8,    8,      9018,      16.3,       4.6,         0,      0.00
   84,    1,    8,    9,      9825,      17.3,       4.7,         0,      0.00
   84,    1,    8,   10,     10509,      18.8,       4.9,         0,      0.00
   84,    1,    8,   11,     10850,      21.2,       5.4,         0,      0.00
   84,    1,    8,   12,     11044,      23.6,       6.1,         0,      0.00
   84,    1,    8,   13,     11041,      25.7,       6.8,         0,      0.00
   84,    1,    8,   14,     10719,      26.2,       7.3,         0,      0.00
   84,    1,    8,   15,     10499,      26.3,       7.8,         0,      0.00
   84,    1,    8,   16,     10532,      26.0,       8.3,         0,      0.00
   84,    1,    8,   17,     11445,      25.4,       8.9,         0,      0.00
   84,    1,    8,   18,     12284,      24.6,       9.5,         0,      0.00
   84,    1,    8,   19,     12135,      23.5,      10.2,         0,      0.00
   84,    1,    8,   20,     11842,      22.3,      11.2,         0,      0.00
   84,    1,    8,   21,     11605,      21.3,      12.1,         0,      0.00
   84,    1,    8,   22,     10990,      20.5,      12.6,         0,      0.00
   84,    1,    8,   23,     10190,      20.5,      12.0,         0,      0.00
   84,    1,    8,   24,      9415,      20.6,      11.2,         0,      0.00
   84,    1,    9,    1,      8873,      20.7,      10.4,         0,      0.00
   84,    1,    9,    2,      8613,      20.4,      10.3,         0,      0.00
   84,    1,    9,    3,      8520,      20.0,      10.1,         0,      0.00
   84,    1,    9,    4,      8541,      19.6,       9.8,         0,      0.00
   84,    1,    9,    5,      8715,      18.8,       9.1,         0,      0.00
   84,    1,    9,    6,      9511,      18.3,       8.5,         0,      0.00
   84,    1,    9,    7,     11687,      18.4,       8.2,         0,      0.00
   84,    1,    9,    8,     13554,      20.2,       8.8,         0,      0.00
   84,    1,    9,    9,     14131,      22.3,       9.5,         0,      0.00
   84,    1,    9,   10,     14245,      24.6,       9.9,         0,      0.00
   84,    1,    9,   11,     14279,      26.2,       9.7,         0,      0.00
   84,    1,    9,   12,     14090,      27.6,       9.2,         0,      0.00
   84,    1,    9,   13,     13748,      28.6,       8.8,         0,      0.00
   84,    1,    9,   14,     13582,      29.0,       8.3,         0,      0.00
   84,    1,    9,   15,     13254,      28.8,       7.9,         0,      0.00
   84,    1,    9,   16,     13159,      28.2,       7.7,         0,      0.00
   84,    1,    9,   17,     13989,      26.9,       8.0,         0,      0.00
   84,    1,    9,   18,     14879,      25.5,       8.6,         0,      0.00
   84,    1,    9,   19,     14526,      24.3,       9.2,         0,      0.00
   84,    1,    9,   20,     14039,      24.1,       9.6,         0,      0.00
   84,    1,    9,   21,     13481,      24.2,      10.1,         0,      0.00
   84,    1,    9,   22,     12612,      24.3,      10.6,         0,      0.00
   84,    1,    9,   23,     11412,      24.2,      11.2,         0,      0.00
   84,    1,    9,   24,     10298,      24.1,      11.8,         0,      0.00
   84,    1,   10,    1,      9413,      24.1,      12.5,         0,      0.00
   84,    1,   10,    2,      8978,      24.2,      13.4,         0,      0.00
   84,    1,   10,    3,      8844,      24.4,      14.2,         0,      0.00
   84,    1,   10,    4,      8704,      24.5,      15.2,         0,      0.00
   84,    1,   10,    5,      8842,      24.5,      16.0,         0,      0.00
   84,    1,   10,    6,      9537,      24.6,      16.9,         0,      0.00
   84,    1,   10,    7,     11496,      24.9,      18.0,         0,      0.00
   84,    1,   10,    8,     13343,      25.7,      19.4,         0,      0.00
   84,    1,   10,    9,     13892,      26.7,      20.8,         0,      0.00
   84,    1,   10,   10,     14046,      27.8,      22.2,         0,      0.00
   84,    1,   10,   11,     14097,      29.3,      23.5,         0,      0.00
   84,    1,   10,   12,     13998,      30.6,      24.6,         0,      0.00
   84,    1,   10,   13,     13767,      31.5,      25.5,         0,      0.00
   84,    1,   10,   14,     13632,      31.4,      25.8,         0,      0.00
   84,    1,   10,   15,     13397,      30.9,      25.9,         0,      0.00
   84,    1,   10,   16,     13390,      30.1,      25.8,         0,      0.00
   84,    1,   10,   17,     14101,      29.2,      25.3,         0,      0.00
   84,    1,   10,   18,     14626,      28.2,      24.7,         0,      0.00
   84,    1,   10,   19,     14157,      27.2,      24.1,         0,      0.00
   84,    1,   10,   20,     13691,      26.7,      23.7,         0,      0.00
   84,    1,   10,   21,     13053,      26.2,      23.3,         0,      0.00
   84,    1,   10,   22,     12243,      25.7,      22.6,         0,      0.00
   84,    1,   10,   23,     11159,      25.1,      21.6,         0,      0.00
   84,    1,   10,   24,     10071,      24.4,      20.5,         0,      0.00
   84,    1,   11,    1,      9293,      23.7,      19.5,         0,      0.00
   84,    1,   11,    2,      8956,      23.0,      18.9,         0,      0.00
   84,    1,   11,    3,      8749,      22.2,      18.1,         0,      0.00
   84,    1,   11,    4,      8744,      21.4,      17.1,         0,      0.00
   84,    1,   11,    5,      8847,      20.8,      15.6,         0,      0.00
   84,    1,   11,    6,      9583,      20.2,      13.9,         0,      0.00
   84,    1,   11,    7,     11106,      19.7,      12.3,         0,      0.00
   84,    1,   11,    8,     12540,      19.2,      11.0,         0,      0.00
   84,    1,   11,    9,     13333,      19.1,       9.8,         0,      0.00
   84,    1,   11,   10,     13702,      19.3,       8.8,         0,      0.00
   84,    1,   11,   11,     13902,      20.2,       8.2,         0,      0.00
   84,    1,   11,   12,     13925,      21.2,       7.6,         0,      0.00
   84,    1,   11,   13,     13669,      21.9,       6.9,         0,      0.00
   84,    1,   11,   14,     13482,      21.6,       5.8,         0,      0.00
   84,    1,   11,   15,     13347,      20.9,       4.6,         0,      0.00
   84,    1,   11,   16,     13221,      19.8,       3.5,         0,      0.00
   84,    1,   11,   17,     14102,      18.3,       2.9,         0,      0.00
   84,    1,   11,   18,     15065,      16.5,       2.2,         0,      0.00
   84,    1,   11,   19,     14811,      14.5,       1.5,         0,      0.00
   84,    1,   11,   20,     14408,      12.7,       0.4,         0,      0.00
   84,    1,   11,   21,     13923,      11.0,      -0.8,         0,      0.00
   84,    1,   11,   22,     13130,       9.2,      -2.0,         0,      0.00
   84,    1,   11,   23,     12049,       7.6,      -3.2,         0,      0.00
   84,    1,   11,   24,     10896,       6.2,      -4.4,         0,      0.00
   84,    1,   12,    1,     10229,       4.8,      -5.6,         0,      0.00
   84,    1,   12,    2,      9945,       3.6,      -6.5,         0,      0.00
   84,    1,   12,    3,      9770,       2.6,      -7.5,         0,      0.00
   84,    1,   12,    4,      9800,       1.9,      -8.5,         0,      0.00
   84,    1,   12,    5,      9989,       1.4,      -9.8,         0,      0.00
   84,    1,   12,    6,     10777,       1.4,     -10.8,         0,      0.00
   84,    1,   12,    7,     12801,       1.9,     -11.3,         0,      0.00
   84,    1,   12,    8,     14576,       3.4,     -10.9,         0,      0.00
   84,    1,   12,    9,     15090,       5.4,     -10.0,         0,      0.00
   84,    1,   12,   10,     15079,       7.7,      -8.5,         0,      0.00
   84,    1,   12,   11,     14977,      10.5,      -6.4,         0,      0.00
   84,    1,   12,   12,     14756,      13.2,      -4.2,         0,      0.00
   84,    1,   12,   13,     14325,      15.3,      -2.6,         0,      0.00
   84,    1,   12,   14,     14196,      16.0,      -2.6,         0,      0.00
   84,    1,   12,   15,     13929,      15.9,      -3.2,         0,      0.00
   84,    1,   12,   16,     13764,      15.1,      -4.1,         0,      0.00
   84,    1,   12,   17,     14499,      13.4,      -5.4,         0,      0.00
   84,    1,   12,   18,     15450,      11.4,      -6.8,         0,      0.00
   84,    1,   12,   19,     15262,       9.6,      -7.9,         0,      0.00
   84,    1,   12,   20,     14878,       9.1,      -7.8,         0,      0.00
   84,    1,   12,   21,     14444,       8.8,      -7.4,         0,      0.00
   84,    1,   12,   22,     13606,       8.6,      -7.0,         0,      0.00
   84,    1,   12,   23,     12529,       8.0,      -6.8,         0,      0.00
   84,    1,   12,   24,     11359,       7.6,      -6.3,         0,      0.00
   84,    1,   13,    1,     10505,       7.4,      -5.5,         0,      0.00
   84,    1,   13,    2,     10268,       7.6,      -4.0,         0,      0.00
   84,    1,   13,    3,      9972,       7.9,      -2.5,         0,      0.00
   84,    1,   13,    4,      9921,       8.1,      -1.4,         0,      0.00
   84,    1,   13,    5,     10083,       8.1,      -1.3,         0,      0.00
   84,    1,   13,    6,     10727,       8.2,      -1.2,         0,      0.00
   84,    1,   13,    7,     12804,       8.3,      -0.9,         0,      0.00
   84,    1,   13,    8,     14533,       8.6,       0.2,         0,      0.00
   84,    1,   13,    9,     15075,       9.2,       1.5,         0,      0.00
   84,    1,   13,   10,     15312,      10.0,       2.7,         0,      0.00
   84,    1,   13,   11,     15339,      11.3,       3.5,         0,      0.00
   84,    1,   13,   12,     15146,      12.8,       4.4,         0,      0.00
   84,    1,   13,   13,     14857,      14.1,       5.1,         0,      0.00
   84,    1,   13,   14,     14819,      14.8,       6.0,         0,      0.00
   84,    1,   13,   15,     14556,      15.3,       6.7,         0,      0.00
   84,    1,   13,   16,     14326,      15.6,       7.3,         0,      0.00
   84,    1,   13,   17,     14824,      15.6,       7.3,         0,      0.00
   84,    1,   13,   18,     15255,      15.3,       7.3,         0,      0.00
   84,    1,   13,   19,     14891,      15.1,       7.6,         0,      0.00
   84,    1,   13,   20,     14359,      15.2,       8.6,         0,      0.00
   84,    1,   13,   21,     13817,      15.4,       9.6,         0,      0.00
   84,    1,   13,   22,     13018,      15.5,      10.4,         0,      0.00
   84,    1,   13,   23,     12052,      15.7,      10.5,         0,      0.00
   84,    1,   13,   24,     10960,      15.9,      10.6,         0,      0.00
   84,    1,   14,    1,     10135,      16.1,      10.7,         0,      0.00
   84,    1,   14,    2,      9639,      16.4,      11.2,         0,      0.00
   84,    1,   14,    3,      9325,      16.8,      11.6,         0,      0.00
   84,    1,   14,    4,      9162,      17.0,      11.9,         0,      0.00
   84,    1,   14,    5,      9102,      17.2,      12.1,         0,      0.00
   84,    1,   14,    6,      9288,      17.5,      12.1,         0,      0.00
   84,    1,   14,    7,      9845,      17.9,      12.4,         0,      0.00
   84,    1,   14,    8,     10670,      18.5,      12.9,         0,      0.00
   84,    1,   14,    9,     11777,      19.3,      13.6,         0,      0.00
   84,    1,   14,   10,     12587,      20.3,      14.6,         0,      0.00
   84,    1,   14,   11,     12941,      21.8,      15.9,         0,      0.00
   84,    1,   14,   12,     12927,      23.2,      17.2,         0,      0.00
   84,    1,   14,   13,     12560,      24.4,      18.4,         0,      0.00
   84,    1,   14,   14,     12178,      24.7,      19.0,         0,      0.00
   84,    1,   14,   15,     11845,      24.7,      19.4,         0,      0.00
   84,    1,   14,   16,     11745,      24.6,      19.8,         0,      0.00
   84,    1,   14,   17,     12401,      24.6,      20.2,         0,      0.00
   84,    1,   14,   18,     13260,      24.6,      20.4,         0,      0.00
   84,    1,   14,   19,     12939,      24.3,      20.5,         0,      0.00
   84,    1,   14,   20,     12355,      23.9,      20.2,         0,      0.00
   84,    1,   14,   21,     11864,      23.4,      19.7,         0,      0.00
   84,    1,   14,   22,     11230,      23.1,      19.0,         0,      0.00
   84,    1,   14,   23,     10525,      23.3,      18.2,         0,      0.00
   84,    1,   14,   24,      9784,      23.3,      17.2,         0,      0.00
   84,    1,   15,    1,      9132,      23.0,      16.1,         0,      0.00
   84,    1,   15,    2,      8700,      21.7,      14.9,         0,      0.00
   84,    1,   15,    3,      8411,      20.3,      13.9,         0,      0.00
   84,    1,   15,    4,      8279,      19.1,      13.0,         0,      0.00
   84,    1,   15,    5,      8277,      18.8,      12.8,         0,      0.00
   84,    1,   15,    6,      8409,      18.8,      12.7,         0,      0.00
   84,    1,   15,    7,      8745,      18.9,      12.5,         0,      0.00
   84,    1,   15,    8,      9207,      19.2,      12.0,         0,      0.00
   84,    1,   15,    9,     10071,      19.6,      11.5,         0,      0.00
   84,    1,   15,   10,     10781,      20.2,      11.4,         0,      0.00
   84,    1,   15,   11,     11113,      20.9,      11.9,         0,      0.00
   84,    1,   15,   12,     11323,      21.6,      12.5,         0,      0.00
   84,    1,   15,   13,     11327,      22.2,      12.9,         0,      0.00
   84,    1,   15,   14,     11003,      22.5,      12.9,         0,      0.00
   84,    1,   15,   15,     10711,      22.5,      12.4,         0,      0.00
   84,    1,   15,   16,     10685,      22.0,      11.7,         0,      0.00
   84,    1,   15,   17,     11417,      20.4,      10.0,         0,      0.00
   84,    1,   15,   18,     12487,      18.6,       8.5,         0,      0.00
   84,    1,   15,   19,     12481,      17.0,       7.3,         0,      0.00
   84,    1,   15,   20,     12129,      16.3,       7.7,         0,      0.00
   84,    1,   15,   21,     11894,      15.5,       8.0,         0,      0.00
   84,    1,   15,   22,     11354,      14.2,       7.7,         0,      0.00
   84,    1,   15,   23,     10703,      11.7,       5.5,         0,      0.00
   84,    1,   15,   24,      9938,       9.3,       3.0,         0,      0.00
   84,    1,   16,    1,      9446,       7.3,       1.0,         0,      0.00
   84,    1,   16,    2,      9211,       7.0,       0.7,         0,      0.00
   84,    1,   16,    3,      9162,       6.9,       0.5,         0,      0.00
   84,    1,   16,    4,      9189,       6.4,      -0.1,         0,      0.00
   84,    1,   16,    5,      9421,       4.4,      -1.8,         0,      0.00
   84,    1,   16,    6,     10190,       2.7,      -3.2,         0,      0.00
   84,    1,   16,    7,     12089,       2.1,      -3.8,         0,      0.00
   84,    1,   16,    8,     13678,       3.9,      -2.1,         0,      0.00
   84,    1,   16,    9,     14488,       6.5,       0.2,         0,      0.00
   84,    1,   16,   10,     14887,       9.3,       2.4,         0,      0.00
   84,    1,   16,   11,     15014,      11.7,       3.7,         0,      0.00
   84,    1,   16,   12,     14958,      14.0,       4.8,         0,      0.00
   84,    1,   16,   13,     14618,      16.0,       6.1,         0,      0.00
   84,    1,   16,   14,     14449,      17.3,       7.1,         0,      0.00
   84,    1,   16,   15,     14224,      17.9,       8.0,         0,      0.00
   84,    1,   16,   16,     14141,      18.0,       8.6,         0,      0.00
   84,    1,   16,   17,     14687,      17.1,       9.1,         0,      0.00
   84,    1,   16,   18,     15299,      15.8,       9.2,         0,      0.00
   84,    1,   16,   19,     15055,      14.2,       8.9,         0,      0.00
   84,    1,   16,   20,     14600,      12.9,       7.7,         0,      0.00
   84,    1,   16,   21,     14094,      11.7,       6.5,         0,      0.00
   84,    1,   16,   22,     13259,      11.0,       5.7,         0,      0.00
   84,    1,   16,   23,     12099,      11.5,       6.2,         0,      0.00
   84,    1,   16,   24,     10993,      12.2,       6.9,         0,      0.00
   84,    1,   17,    1,     10111,      12.8,       7.2,         0,      0.00
   84,    1,   17,    2,      9692,      12.4,       6.6,         0,      0.00
   84,    1,   17,    3,      9506,      11.9,       5.8,         0,      0.00
   84,    1,   17,    4,      9465,      11.5,       5.3,         0,      0.00
   84,    1,   17,    5,      9586,      11.5,       5.1,         0,      0.00
   84,    1,   17,    6,     10358,      11.7,       5.3,         0,      0.00
   84,    1,   17,    7,     12414,      12.2,       5.7,         0,      0.00
   84,    1,   17,    8,     14129,      13.3,       6.6,         0,      0.00
   84,    1,   17,    9,     14616,      14.9,       7.7,         0,      0.00
   84,    1,   17,   10,     14540,      16.9,       8.8,         0,      0.00
   84,    1,   17,   11,     14382,      19.6,       9.4,         0,      0.00
   84,    1,   17,   12,     14098,      22.3,      10.0,         0,      0.00
   84,    1,   17,   13,     13706,      24.6,      10.5,         0,      0.00
   84,    1,   17,   14,     13556,      25.7,      11.0,         0,      0.00
   84,    1,   17,   15,     13294,      26.2,      11.3,         0,      0.00
   84,    1,   17,   16,     13148,      25.9,      11.4,         0,      0.00
   84,    1,   17,   17,     13859,      24.4,      11.2,         0,      0.00
   84,    1,   17,   18,     14908,      22.6,      10.8,         0,      0.00
   84,    1,   17,   19,     14663,      20.8,      10.4,         0,      0.00
   84,    1,   17,   20,     14177,      20.1,      10.5,         0,      0.00
   84,    1,   17,   21,     13674,      19.6,      10.4,         0,      0.00
   84,    1,   17,   22,     12822,      19.0,      10.2,         0,      0.00
