 YEAR,  MON,  DAY, HOUR,      LOAD,  DRY BULB, DEW POINT,       OP4,    LAMBDA 
   89,    1,    1,    1,     11080,      22.8,      12.8,         0,      0.00
   89,    1,    1,    2,     10569,      22.0,      11.6,         0,      0.00
   89,    1,    1,    3,     10032,      21.3,      10.5,         0,      0.00
   89,    1,    1,    4,      9796,      20.7,       9.5,         0,      0.00
   89,    1,    1,    5,      9680,      19.7,       9.0,         0,      0.00
   89,    1,    1,    6,      9953,      19.1,       8.6,         0,      0.00
   89,    1,    1,    7,     10225,      18.8,       8.4,         0,      0.00
   89,    1,    1,    8,     10610,      19.5,       8.0,         0,      0.00
   89,    1,    1,    9,     11349,      20.6,       7.9,         0,      0.00
   89,    1,    1,   10,     11906,      22.2,       8.2,         0,      0.00
   89,    1,    1,   11,     12337,      24.2,       9.3,         0,      0.00
   89,    1,    1,   12,     12652,      26.4,      10.6,         0,      0.00
   89,    1,    1,   13,     12564,      28.2,      11.5,         0,      0.00
   89,    1,    1,   14,     12141,      29.0,      11.4,         0,      0.00
   89,    1,    1,   15,     11903,      29.3,      11.3,         0,      0.00
   89,    1,    1,   16,     12003,      29.2,      11.6,         0,      0.00
   89,    1,    1,   17,     12983,      28.6,      12.9,         0,      0.00
   89,    1,    1,   18,     13942,      27.7,      14.5,         0,      0.00
   89,    1,    1,   19,     13887,      26.9,      15.9,         0,      0.00
   89,    1,    1,   20,     13625,      26.8,      16.9,         0,      0.00
   89,    1,    1,   21,     13292,      26.8,      17.8,         0,      0.00
   89,    1,    1,   22,     12722,      27.0,      18.6,         0,      0.00
   89,    1,    1,   23,     11997,      27.3,      19.2,         0,      0.00
   89,    1,    1,   24,     11272,      27.8,      19.7,         0,      0.00
   89,    1,    2,    1,     10360,      28.2,      20.2,         0,      0.00
   89,    1,    2,    2,      9826,      28.5,      21.1,         0,      0.00
   89,    1,    2,    3,      9596,      28.8,      21.9,         0,      0.00
   89,    1,    2,    4,      9511,      29.0,      22.6,         0,      0.00
   89,    1,    2,    5,      9602,      29.2,      22.9,         0,      0.00
   89,    1,    2,    6,      9962,      29.4,      23.1,         0,      0.00
   89,    1,    2,    7,     10455,      29.7,      23.5,         0,      0.00
   89,    1,    2,    8,     11080,      30.1,      24.2,         0,      0.00
   89,    1,    2,    9,     11993,      30.6,      24.9,         0,      0.00
   89,    1,    2,   10,     13097,      31.1,      25.9,         0,      0.00
   89,    1,    2,   11,     13842,      31.7,      27.0,         0,      0.00
   89,    1,    2,   12,     14169,      32.4,      28.1,         0,      0.00
   89,    1,    2,   13,     14027,      33.2,      29.2,         0,      0.00
   89,    1,    2,   14,     13549,      34.4,      30.2,         0,      0.00
   89,    1,    2,   15,     13052,      35.4,      31.0,         0,      0.00
   89,    1,    2,   16,     12965,      35.9,      31.5,         0,      0.00
   89,    1,    2,   17,     13979,      35.4,      31.2,         0,      0.00
   89,    1,    2,   18,     15196,      34.6,      30.7,         0,      0.00
   89,    1,    2,   19,     14970,      33.7,      30.2,         0,      0.00
   89,    1,    2,   20,     14585,      33.1,      29.6,         0,      0.00
   89,    1,    2,   21,     14127,      32.7,      29.1,         0,      0.00
   89,    1,    2,   22,     13296,      32.3,      28.6,         0,      0.00
   89,    1,    2,   23,     12103,      32.7,      28.5,         0,      0.00
   89,    1,    2,   24,     11008,      33.0,      28.5,         0,      0.00
   89,    1,    3,    1,     10284,      33.2,      28.4,         0,      0.00
   89,    1,    3,    2,      9877,      32.6,      28.3,         0,      0.00
   89,    1,    3,    3,      9674,      31.9,      27.8,         0,      0.00
   89,    1,    3,    4,      9587,      31.3,      27.1,         0,      0.00
   89,    1,    3,    5,      9842,      31.0,      25.7,         0,      0.00
   89,    1,    3,    6,     10913,      30.8,      24.0,         0,      0.00
   89,    1,    3,    7,     13423,      30.9,      22.4,         0,      0.00
   89,    1,    3,    8,     15270,      31.3,      21.3,         0,      0.00
   89,    1,    3,    9,     15825,      31.8,      20.0,         0,      0.00
   89,    1,    3,   10,     15870,      32.3,      18.6,         0,      0.00
   89,    1,    3,   11,     15884,      32.5,      16.9,         0,      0.00
   89,    1,    3,   12,     15806,      32.6,      15.2,         0,      0.00
   89,    1,    3,   13,     15570,      32.5,      13.9,         0,      0.00
   89,    1,    3,   14,     15481,      32.1,      13.5,         0,      0.00
   89,    1,    3,   15,     15271,      31.3,      13.2,         0,      0.00
   89,    1,    3,   16,     15292,      30.4,      12.9,         0,      0.00
   89,    1,    3,   17,     16297,      29.1,      12.0,         0,      0.00
   89,    1,    3,   18,     17240,      27.9,      11.3,         0,      0.00
   89,    1,    3,   19,     17092,      26.7,      10.8,         0,      0.00
   89,    1,    3,   20,     16573,      26.0,      11.1,         0,      0.00
   89,    1,    3,   21,     15972,      25.3,      11.3,         0,      0.00
   89,    1,    3,   22,     15048,      24.5,      11.1,         0,      0.00
   89,    1,    3,   23,     13584,      23.2,       9.9,         0,      0.00
   89,    1,    3,   24,     12319,      21.7,       8.3,         0,      0.00
   89,    1,    4,    1,     11584,      20.3,       6.6,         0,      0.00
   89,    1,    4,    2,     11150,      18.9,       5.1,         0,      0.00
   89,    1,    4,    3,     11114,      17.3,       3.4,         0,      0.00
   89,    1,    4,    4,     11149,      15.7,       1.4,         0,      0.00
   89,    1,    4,    5,     11448,      13.7,      -1.1,         0,      0.00
   89,    1,    4,    6,     12524,      11.7,      -3.8,         0,      0.00
   89,    1,    4,    7,     15112,      10.1,      -6.4,         0,      0.00
   89,    1,    4,    8,     17186,       9.0,      -9.0,         0,      0.00
   89,    1,    4,    9,     17667,       8.4,     -11.2,         0,      0.00
   89,    1,    4,   10,     17728,       8.4,     -12.5,         0,      0.00
   89,    1,    4,   11,     17760,       9.5,     -12.0,         0,      0.00
   89,    1,    4,   12,     17655,      10.7,     -11.1,         0,      0.00
   89,    1,    4,   13,     17396,      11.5,     -10.2,         0,      0.00
   89,    1,    4,   14,     17432,      11.0,     -10.5,         0,      0.00
   89,    1,    4,   15,     17262,      10.1,     -10.9,         0,      0.00
   89,    1,    4,   16,     17367,       8.9,     -11.2,         0,      0.00
   89,    1,    4,   17,     18466,       7.3,     -11.3,         0,      0.00
   89,    1,    4,   18,     19722,       5.6,     -11.4,       218,      0.00
   89,    1,    4,   19,     19631,       4.1,     -11.4,         0,      0.00
   89,    1,    4,   20,     19206,       3.3,     -11.2,         0,      0.00
   89,    1,    4,   21,     18612,       2.8,     -11.0,         0,      0.00
   89,    1,    4,   22,     17620,       2.6,     -10.8,         0,      0.00
   89,    1,    4,   23,     16194,       2.5,     -11.1,         0,      0.00
   89,    1,    4,   24,     14803,       2.5,     -11.2,         0,      0.00
   89,    1,    5,    1,     14131,       2.7,     -11.3,         0,      0.00
   89,    1,    5,    2,     13715,       2.8,     -11.0,         0,      0.00
   89,    1,    5,    3,     13548,       3.0,     -10.7,         0,      0.00
   89,    1,    5,    4,     13530,       3.2,     -10.3,         0,      0.00
   89,    1,    5,    5,     13707,       3.4,      -9.9,         0,      0.00
