"","LoadDate","Load1","Load2","Load3","Load4","Load5","Load6","Load7","Load8","Load9","Load10","Load11","Load12","Load13","Load14","Load15","Load16","Load17","Load18","Load19","Load20","Load21","Load22","Load23","Load24"
"1","2010-07-09",1024.1276,928.592200000006,922.872733333332,807.810233333332,753.599466666661,479.184100000011,289.030633333332,214.65673333333,180.630066666687,134.875533333347,56.7404333333179,-71.1860666666616,-164.034666666674,-189.58793333334,-141.96236666667,-177.19179999999,160.316099999978,287.357033333323,268.965466666668,-40.2669666666588,-348.048299999999,94.6665333333476,448.692766666678,641.861466666658
"2","2010-07-12",-312.1744,-222.47073333333,-223.762700000003,-115.407866666666,-50.6364333333368,-126.086133333345,5.13286666665772,24.5550666666713,62.9785999999876,202.27510000001,561.097499999996,753.2461,821.769966666656,777.755366666654,630.035499999984,659.631433333336,630.58516666666,490.519033333327,465.449133333321,167.419766666666,-86.6166333333276,88.5113333333502,154.128466666665,289.8714
"3","2010-07-13",515.433766666676,399.446966666676,346.007566666669,353.27516666667,338.661833333334,391.650133333338,228.685200000014,148.072933333344,5.27896666666493,-92.972600000001,-55.4243666666771,29.5072666666674,-14.3642,-159.822600000021,-242.212399999989,-709.618766666648,-846.520566666673,-523.402166666667,-158.541500000003,-15.2688333333354,50.9376333333239,225.072399999994,268.085433333337,291.398466666662
"4","2010-07-14",923.39016666667,880.8631,891.381733333332,858.097600000006,788.290433333335,747.872100000011,391.475533333338,235.670833333337,-49.8882666666541,-475.430866666651,-519.158499999998,-475.581333333328,-433.870300000017,-434.294066666673,-433.284866666665,-442.219000000008,-442.477433333337,-327.7703,-320.912533333325,-355.888533333338,-458.431166666665,-287.286066666657,-150.836833333327,-198.299566666668
"5","2010-07-15",294.734966666672,321.495333333331,304.902833333337,324.859466666663,359.709966666667,241.59523333333,105.377033333341,-30.1569000000018,-275.817966666666,-415.144033333334,-345.994300000002,-210.545033333336,-97.2119999999813,19.9012333333412,-30.4208666666636,60.1289666666744,136.886000000006,314.09889999999,424.929166666676,243.478866666675,50.882133333329,233.847033333343,304.349866666667,348.166400000009
"6","2010-07-16",174.523266666669,183.850200000003,171.850699999997,154.840600000005,236.087533333337,211.256300000005,153.312966666661,-13.45816666666,-199.297400000007,-218.223266666686,-160.946533333336,-64.8863999999958,172.017666666659,346.688400000014,636.547366666669,784.488300000008,940.215233333322,1064.09076666667,1064.17803333333,905.982733333338,422.634166666656,415.644733333334,597.584133333337,675.194699999993
"7","2010-07-19",-9.56346666665922,-32.2326999999914,34.001700000008,89.5380999999943,146.729833333335,192.651366666672,24.7170000000006,-46.17043333334,62.4112666666733,2.80166666666264,-253.316266666679,-506.919000000002,-1007.67826666666,-1432.61436666668,-1333.6404,-737.363799999999,-383.951600000004,-86.5351666666757,-44.2937333333393,-161.811366666669,-420.761733333336,-432.0105,-389.267533333332,-404.165299999997
"8","2010-07-20",61.0366666666741,19.8422333333383,42.3527000000013,37.8120666666782,39.5847666666741,-56.8466333333326,-182.977733333331,-237.640366666663,-345.680800000009,-387.989400000013,-213.920466666688,-255.462699999993,-347.957699999984,-557.020366666675,-696.108066666675,-379.487933333323,-78.941033333329,182.243933333335,149.969566666663,96.0731333333388,63.7609666666613,99.2793333333502,98.5384666666614,126.403666666669
"9","2010-07-21",441.593299999997,484.006800000003,433.151633333331,375.18456666667,411.711700000007,415.935533333335,444.946566666666,378.90576666667,313.192833333324,116.589300000003,132.412933333326,262.403800000004,367.45616666666,552.558300000008,794.816733333322,821.083366666655,364.053099999994,56.8119000000006,50.9398333333447,22.4943000000094,-196.595966666671,-282.323033333345,-231.04670000001,-194.818699999998
"10","2010-07-22",691.754833333336,647.775333333331,598.210333333327,541.896199999997,494.139333333329,336.085033333338,228.123966666664,219.17966666666,66.3794333333353,-146.555533333332,-260.510433333337,-317.230200000009,-410.223633333328,-510.07910000001,-611.944333333329,-710.697599999989,-717.878600000011,-683.4283,-808.684700000002,-783.917000000001,-584.585533333324,-436.132133333325,-115.444633333329,40.1737666666686
"11","2010-07-23",165.598700000004,134.264933333339,87.6143999999949,104.298799999997,35.5820666666659,-11.0350666666709,-129.652333333326,-252.880966666673,-347.359199999995,-468.144799999991,-582.513499999997,-598.839766666693,-529.918966666664,-622.640966666666,-737.307399999998,-853.147999999994,-845.822066666668,-741.33660000001,-649.068300000006,-370.357699999993,-404.632633333335,-470.47803333334,-269.301933333332,16.9855333333289
"12","2010-07-26",52.0677999999989,19.0851000000093,-57.6535666666659,-21.6680666666616,18.2510333333321,-73.9918666666581,-190.219566666672,-279.261300000007,-238.93323333333,-348.813733333351,-473.629333333356,-647.477699999996,-717.525266666657,-834.138033333333,-1001.97,-1025.81263333333,-959.128833333321,-902.1944,-758.51999999999,-708.838533333332,-584.557599999996,-652.20346666667,-627.39360000001,-490.794166666674
"13","2010-07-27",-487.4872,-442.037966666667,-428.298333333325,-381.858699999999,-355.256866666676,-340.276266666659,-485.027266666666,-433.107366666662,-606.297200000005,-731.608933333337,-902.381866666663,-1174.26009999999,-1196.99560000001,-1318.59473333334,-1123.6672,-1117.67793333334,-917.875166666665,-773.017700000019,-617.276600000005,-662.425333333336,-762.420566666664,-823.907233333335,-747.35246666666,-567.673099999995
