"","LoadDate","Load1","Load2","Load3","Load4","Load5","Load6","Load7","Load8","Load9","Load10","Load11","Load12","Load13","Load14","Load15","Load16","Load17","Load18","Load19","Load20","Load21","Load22","Load23","Load24","Dry1","Dry2","Dry3","Dry4","Dry5","Dry6","Dry7","Dry8","Dry9","Dry10","Dry11","Dry12","Dry13","Dry14","Dry15","Dry16","Dry17","Dry18","Dry19","Dry20","Dry21","Dry22","Dry23","Dry24","Dew1","Dew2","Dew3","Dew4","Dew5","Dew6","Dew7","Dew8","Dew9","Dew10","Dew11","Dew12","Dew13","Dew14","Dew15","Dew16","Dew17","Dew18","Dew19","Dew20","Dew21","Dew22","Dew23","Dew24"
"151","2012-08-03",15440,14471,13869,13550,13596,14230,15523,17251,18814,20238,21586,22596,23276,23869,24268,24421,24399,24088,23302,22504,22310,21451,19726,17913,74,73,73,72,71,70,70,71,74,77,82,84,86,88,89,90,90,90,89,86,83,81,79,78,69,69,69,69,68,68,68,68,68,68,67,67,67,65,65,64,64,66,65,68,70,71,71,71
"152","2012-08-06",15402,14617,14168,13945,14121,14839,16129,17900,19295,20293,20871,21316,21587,21847,21948,21989,21900,21523,20700,19834,19599,18502,16600,14818,74,73,73,73,72,72,72,73,75,77,78,79,80,81,81,81,81,81,79,78,75,71,70,69,71,70,70,70,70,69,69,68,67,63,60,57,57,57,56,56,56,56,56,56,56,57,57,57
"153","2012-08-07",13477,12651,12131,11881,11985,12577,13787,15419,16599,17562,18435,19093,19560,20049,20336,20508,20575,20354,19757,19158,19233,18341,16653,14983,68,66,65,64,63,63,62,64,68,70,73,75,77,78,78,79,80,80,79,77,75,73,71,70,57,57,57,57,57,57,56,57,58,58,59,58,58,58,58,58,59,58,59,61,62,62,62,62
"154","2012-08-08",13686,12860,12332,12069,12188,12863,14136,15835,17280,18499,19680,20567,21188,21759,22070,22226,22159,21839,21246,20727,20793,19785,17980,16136,68,67,66,65,64,64,63,65,69,73,77,80,83,83,83,83,83,82,81,80,77,75,74,73,62,62,62,61,61,61,61,62,64,64,65,64,63,62,62,62,63,63,64,66,66,67,67,67
"155","2012-08-09",14756,13925,13403,13166,13282,14051,15354,17054,18517,19864,21159,22154,22793,23334,23551,23578,23435,23011,22220,21671,21625,20533,18740,16954,72,71,71,71,70,70,70,70,72,74,77,80,81,84,84,84,83,82,80,79,78,77,75,75,67,68,68,68,68,67,67,68,68,69,69,69,68,67,68,67,68,67,68,68,69,69,69,70
"156","2012-08-10",15625,14801,14275,14035,14165,14919,16234,17925,19316,20443,21346,21934,22080,21946,21474,20861,20486,20058,19501,19109,19109,18387,17093,15677,74,74,73,73,73,72,72,73,74,76,78,79,79,79,77,76,75,74,72,71,72,72,72,71,70,70,70,70,70,70,70,71,71,71,70,70,70,70,70,71,71,71,69,68,69,69,69,69
"157","2012-08-13",14202,13381,12867,12612,12708,13375,14529,16200,17596,18756,19755,20486,20946,21360,21641,21753,21860,21698,21044,20402,20325,19093,17233,15448,71,70,69,69,67,67,67,68,71,74,76,79,80,81,82,83,82,82,82,80,77,75,73,72,65,65,64,64,63,62,62,62,63,62,63,63,62,61,62,60,60,59,60,61,62,63,62,62
"158","2012-08-14",14112,13245,12693,12409,12496,13190,14389,16046,17347,18471,19373,20001,20360,20613,20669,20589,20548,20333,19830,19505,19655,18617,16944,15303,70,69,68,67,67,66,66,67,70,73,77,78,79,79,78,79,79,79,78,77,76,74,72,72,62,61,61,61,61,61,61,62,62,63,63,62,62,62,62,61,60,59,61,62,63,64,65,66
"159","2012-08-15",14152,13416,12969,12773,12908,13699,15059,16411,17266,17897,18712,19520,20127,20698,20982,21096,20998,20649,20098,19888,19823,18720,17008,15320,71,71,70,69,69,68,68,67,67,68,70,72,75,77,78,81,81,79,77,76,73,72,72,71,65,66,66,66,66,66,65,65,65,64,65,65,65,65,65,65,65,66,67,68,67,67,68,68
"160","2012-08-16",14003,13189,12692,12461,12564,13322,14595,15998,17142,18192,19173,19865,20297,20710,20912,21004,21041,20829,20133,19521,19473,18354,16616,14882,69,68,68,67,67,67,66,67,68,70,73,76,79,80,81,80,82,81,80,79,74,72,70,70,67,66,66,65,65,64,64,64,64,64,65,64,63,61,60,60,57,58,58,59,61,62,62,61
"161","2012-08-17",13600,12762,12229,11966,12051,12683,13792,15316,16699,17897,18972,19808,20471,21111,21514,21647,21647,21279,20479,20010,19891,18815,17214,15609,69,68,68,67,66,65,64,64,68,72,77,80,82,83,84,84,84,83,81,80,76,74,72,70,60,60,60,59,59,59,58,59,61,62,61,61,61,62,63,64,64,65,66,66,66,67,66,65
"162","2012-08-20",11549,11012,10696,10586,10798,11540,12725,14097,15214,16149,16944,17495,17830,18063,18121,18096,18121,18058,17577,17339,17483,16412,14864,13391,64,63,62,61,60,59,59,60,62,66,69,72,74,75,75,75,75,75,74,73,70,69,69,67,55,55,56,55,55,55,54,54,56,57,57,55,56,56,57,55,56,56,56,57,58,60,59,59
"163","2012-08-21",12324,11698,11328,11178,11397,12231,13551,14928,15969,16870,17663,18181,18538,18899,19080,19154,19153,18842,18207,17863,17941,16829,15179,13626,67,67,66,65,65,65,65,66,67,69,73,75,77,77,78,80,80,79,78,77,73,70,68,67,59,59,59,60,59,59,60,59,59,59,58,57,55,53,54,51,51,51,52,54,55,56,56,56
"164","2012-08-22",12481,11787,11345,11117,11239,11977,13121,14593,15766,16771,17636,18260,18640,19039,19282,19348,19392,19160,18556,18155,18241,17141,15507,13936,65,65,63,62,61,60,60,61,66,69,72,75,77,78,78,79,79,79,78,75,73,71,70,69,56,55,55,55,55,54,53,54,55,56,57,56,56,55,55,56,56,55,56,58,58,59,60,60
"165","2012-08-23",12774,12059,11610,11419,11546,12316,13522,15078,16377,17438,18356,19071,19617,20172,20425,20557,20596,20358,19725,19293,19323,18171,16484,14848,68,67,66,65,64,64,63,64,68,72,75,78,80,82,82,83,84,83,82,79,75,74,72,71,60,60,60,60,59,60,60,60,61,61,61,61,61,60,59,59,59,59,59,60,63,64,64,64
"166","2012-08-24",13620,12806,12296,12023,12123,12815,13948,15404,16692,17784,18773,19490,19973,20423,20620,20583,20480,20072,19298,18913,18806,17746,16265,14719,70,69,67,66,66,65,64,66,69,73,76,78,79,80,81,81,81,80,79,77,74,73,71,70,63,63,63,62,62,61,60,60,60,61,61,61,61,62,59,61,60,59,60,64,64,65,65,65
"167","2012-08-27",12339,11695,11310,11138,11342,12178,13450,14991,16257,17336,18264,19029,19596,20199,20488,20535,20486,20225,19719,19739,19690,18564,16947,15425,66,65,64,63,62,61,61,63,66,69,73,77,79,80,82,81,81,79,77,76,75,74,74,74,59,59,59,58,58,58,58,59,61,62,63,63,63,63,63,64,65,66,66,66,67,68,68,69
"168","2012-08-28",14353,13681,13270,13110,13341,14343,16037,17469,18302,18827,19347,19954,20462,21042,21406,21527,21577,21276,20452,20086,19805,18350,16418,14619,73,73,74,73,73,72,72,73,73,70,72,74,77,80,81,82,83,83,79,77,75,73,72,70,69,69,70,70,70,70,70,70,69,68,67,67,67,65,65,64,62,61,60,60,60,59,58,57
"169","2012-08-29",13254,12393,11809,11494,11529,12314,13617,14878,15680,16262,16737,17033,17221,17479,17628,17721,17826,17744,17254,17096,16988,15762,14112,12581,69,67,65,63,62,60,59,59,63,65,66,68,70,71,72,73,74,74,74,72,68,66,64,62,56,55,53,52,51,50,50,49,48,46,44,46,45,45,46,46,47,47,48,48,50,50,51,51
"170","2012-08-30",11539,10916,10545,10402,10576,11440,12849,14177,15138,15925,16614,17057,17339,17718,17932,18061,18166,17976,17459,17478,17450,16299,14738,13292,61,61,59,58,57,56,55,57,61,65,69,73,76,77,79,80,80,79,78,75,73,72,70,70,50,50,50,50,49,49,48,49,51,51,51,51,50,51,50,52,50,51,53,55,54,53,53,52
"171","2012-08-31",12215,11527,11131,10953,11129,11944,13235,14622,15794,16786,17658,18362,18890,19491,19830,20006,20044,19850,19214,19004,18840,17824,16449,NA,69,69,66,65,65,64,64,66,68,72,75,79,82,83,85,86,87,86,84,82,80,79,78,NA,52,52,53,53,52,52,52,52,54,54,55,56,56,56,55,56,56,56,56,58,59,60,60,NA
"172","2013-05-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62
"173","2013-06-03",12895,12247,11869,11746,11977,12837,14530,15918,16503,16914,17207,17371,17510,17809,18028,18239,18358,18324,17954,17517,17346,16559,14708,12906,68,68,67,67,67,66,65,66,66,65,65,66,68,70,72,74,75,75,75,73,70,67,65,63,64,64,64,64,64,64,63,64,63,62,63,62,62,62,63,62,61,61,61,60,59,58,53,48
"174","2013-06-04",11660,10911,10464,10255,10393,11015,12681,14045,14623,15064,15393,15604,15659,15796,15784,15813,15939,15952,15670,15395,15457,14911,13357,11828,61,59,57,55,54,53,53,55,57,59,62,64,66,67,68,68,69,70,70,69,67,63,61,60,43,42,40,40,39,39,39,40,40,41,41,42,41,42,43,41,42,42,42,42,43,44,44,44
"175","2013-06-05",10828,10293,9987,9870,10077,10733,12375,13818,14493,14964,15375,15644,15739,15940,16011,16033,16052,15877,15506,15237,15397,14856,13370,11944,59,57,57,55,53,52,53,56,60,63,65,67,68,70,70,70,70,70,69,68,65,63,61,61,43,43,43,43,44,44,43,44,44,43,42,43,42,43,43,44,44,45,46,47,47,46,47,47
"176","2013-06-06",10966,10371,10040,9927,10153,10833,12521,13976,14702,15238,15682,15953,16024,16129,15968,15766,15619,15425,15210,15147,15305,14574,13144,11782,59,57,56,55,55,54,54,58,60,62,63,66,68,68,68,67,67,66,65,64,62,60,60,59,47,48,48,48,47,47,47,49,50,51,51,51,52,51,51,52,51,51,48,51,52,53,54,53
"177","2013-06-07",10856,10297,9979,9881,10098,10847,12417,13841,14523,14948,15274,15388,15345,15280,15101,14929,14911,14899,14734,14533,14431,13769,12674,11520,58,57,56,56,56,56,56,56,56,55,55,56,56,56,57,57,57,56,55,56,55,55,54,54,54,54,54,54,54,53,53,52,52,52,53,54,54,55,55,56,55,54,54,54,54,53,53,53
"178","2013-06-10",11083,10471,10166,10044,10297,11004,12702,14205,15008,15588,15997,16170,16187,16226,16074,15898,15860,15934,15794,15652,15534,14608,13139,11760,63,62,62,60,60,60,59,61,64,65,66,66,66,66,66,66,65,64,63,62,61,60,59,59,55,55,54,54,54,53,53,54,55,55,56,57,57,59,59,58,58,59,59,59,59,59,58,57
"179","2013-06-11",10850,10353,10082,10002,10233,11056,12738,14154,14795,15224,15605,15819,15911,16059,16042,15998,16127,16235,16114,15838,15607,14873,13373,11961,58,58,58,58,57,57,57,57,57,58,59,60,61,62,64,65,64,63,62,62,60,60,60,60,57,57,57,56,56,56,56,56,56,57,57,57,58,58,58,58,59,59,59,59,58,57,57,56
"180","2013-06-12",10975,10448,10141,10057,10291,11031,12686,14104,14787,15221,15544,15736,15738,15792,15740,15677,15680,15638,15429,15212,15281,14796,13402,11985,59,59,59,59,58,58,58,59,61,63,64,66,67,68,68,69,69,69,68,67,65,64,62,61,55,55,55,54,54,53,53,53,53,53,52,52,51,51,51,51,51,52,51,52,51,51,51,51
"181","2013-06-13",10986,10346,9994,9913,10118,10797,12498,13953,14695,15143,15481,15635,15590,15566,15400,15269,15291,15352,15251,15060,14959,14189,12797,11504,60,58,57,55,54,54,56,58,61,62,62,62,61,60,60,59,58,57,57,56,55,54,54,53,51,51,51,50,50,50,51,52,53,53,54,54,54,55,55,55,54,54,53,53,53,52,52,51
"182","2013-06-14",10601,10110,9846,9761,9999,10777,12355,13762,14422,14726,14983,15128,15098,15159,15124,15095,15121,15060,14768,14493,14559,14327,13177,11885,53,53,52,52,52,53,53,53,53,55,57,60,62,65,67,68,71,72,72,71,68,65,64,62,52,51,51,51,51,51,51,51,51,51,51,51,51,49,50,51,51,51,51,51,52,55,54,54
"183","2013-06-17",11196,10640,10324,10231,10436,11138,12985,14729,15870,16744,17542,18106,18444,18838,18962,19004,19004,18750,17983,17366,16971,16254,14637,12988,67,65,64,63,62,61,62,65,69,72,76,78,80,82,83,82,80,79,69,68,66,65,64,63,59,58,58,58,58,58,58,60,61,62,61,60,59,58,57,57,57,59,61,61,61,60,60,59
"184","2013-06-18",11824,11166,10788,10634,10794,11455,13120,14726,15654,16351,16971,17434,17701,17982,17753,17268,16954,16737,16341,15982,15831,15050,13577,12186,63,63,62,62,62,60,60,63,65,66,68,69,71,72,71,65,64,63,62,61,61,60,60,59,60,59,59,59,58,58,58,59,59,60,59,60,59,60,61,59,59,59,58,58,57,57,57,57
"185","2013-06-19",11215,10608,10258,10109,10308,10949,12544,14018,14771,15321,15787,16056,16189,16380,16417,16457,16525,16445,16077,15664,15605,15163,13653,12163,58,57,57,56,56,55,55,57,60,63,66,69,69,71,71,71,71,72,72,70,67,64,61,59,56,55,54,54,53,52,52,52,52,51,49,48,48,47,47,47,47,46,43,45,46,47,46,48
"186","2013-06-20",11045,10375,10026,9923,10094,10718,12314,13854,14744,15385,15930,16310,16504,16769,16905,17017,17112,16997,16595,16141,16063,15684,14171,12632,59,58,56,54,54,53,55,58,61,65,67,70,71,73,74,74,76,76,75,73,72,69,66,64,47,47,48,48,47,46,45,47,47,49,49,47,48,49,50,50,49,51,50,52,52,55,54,55
"187","2013-06-21",11527,10847,10444,10278,10447,11025,12604,14230,15260,16025,16732,17264,17641,18070,18256,18336,18358,18155,17594,16970,16730,16362,14945,13424,63,61,60,59,58,58,58,61,65,69,71,75,77,80,81,81,81,80,79,77,75,72,70,68,54,53,53,53,53,53,53,53,55,56,57,58,58,58,58,57,58,59,59,60,60,60,59,58
"188","2013-06-24",14173,13423,12995,12809,13000,13696,15480,17551,19171,20564,21907,22909,23605,24213,24487,24677,24737,24449,23731,22787,21930,20510,18445,16433,73,72,72,71,70,71,71,72,76,79,83,85,88,89,90,91,91,89,87,83,76,72,72,71,67,67,68,68,68,68,68,69,69,69,69,68,69,69,68,68,67,68,68,67,65,66,67,66
"189","2013-06-25",14939,14051,13476,13168,13254,13894,15498,17277,18687,20005,21292,22353,23144,23804,24067,24223,24239,23941,23132,22307,21824,20776,18795,16811,70,71,70,70,70,69,69,71,74,78,81,83,86,88,89,89,89,88,86,80,78,77,75,74,66,65,66,65,65,64,64,64,64,65,66,67,68,66,67,66,66,67,67,68,67,68,67,67
"190","2013-06-26",15368,14468,13896,13591,13681,14314,15987,17874,19266,20394,21342,21825,21912,21977,21803,21566,21231,20865,20339,19831,19458,18761,17018,15210,71,71,72,72,71,72,72,74,76,79,79,80,80,79,79,79,77,75,75,74,73,72,71,69,67,67,67,67,67,67,67,68,68,67,67,67,67,66,66,67,67,67,67,67,67,67,67,66
"191","2013-06-27",13899,13091,12601,12353,12445,13110,14509,15969,16813,17379,17905,18308,18577,18863,18893,18766,18609,18383,17997,17701,17627,16904,15408,13894,68,68,67,66,65,65,65,65,66,66,67,68,70,71,71,72,72,71,69,68,67,67,66,66,66,65,65,64,64,64,64,64,64,64,65,65,65,65,65,66,66,66,67,66,66,65,65,64
"192","2013-06-28",12798,12125,11745,11594,11792,12538,13956,15552,16683,17563,18232,18681,18838,19130,19317,19408,19534,19424,18821,18213,17964,17430,16119,14651,66,65,65,65,65,65,65,66,66,68,69,71,74,74,76,74,77,78,77,75,73,72,71,71,64,64,63,63,64,63,64,64,64,65,66,67,68,69,69,69,69,68,68,68,67,67,68,67
"193","2013-07-01",13872,13208,12837,12705,12925,13619,15136,16787,17884,18661,19295,19704,19980,20187,20120,19952,19882,19806,19511,19212,19125,18346,16758,15173,71,71,71,71,71,71,71,71,72,73,75,76,76,75,75,77,77,77,76,75,74,73,72,72,69,69,69,69,69,69,69,69,70,70,70,71,71,70,71,72,71,71,72,71,71,70,69,69
"194","2013-07-02",13991,13272,12866,12739,12898,13675,15150,16745,17826,18619,19254,19700,19980,20232,20340,20457,20453,20295,19647,18949,18657,17923,16336,14701,72,71,71,71,71,71,71,72,72,73,73,75,76,77,77,78,76,76,75,73,71,70,69,69,69,70,69,70,69,69,69,69,70,70,70,70,70,70,69,70,68,68,67,67,67,66,66,66
"195","2013-07-03",13480,12700,12242,12041,12201,12859,14333,16106,17450,18512,19538,20251,20942,21628,22040,22147,22279,22101,21589,20772,20261,19617,18192,16587,69,68,67,67,67,68,68,69,72,74,76,78,81,83,83,85,84,84,83,81,79,78,76,75,66,65,65,65,65,66,66,67,68,68,69,69,69,70,69,70,70,70,70,71,71,71,71,71
"196","2013-07-04",15154,14195,13586,13233,13151,13217,13938,15286,16994,18661,20000,20949,21466,21680,21786,21909,22059,22045,21556,20827,20359,19804,18742,17346,74,73,73,72,72,72,72,75,78,80,83,85,87,88,89,89,89,88,87,86,83,81,80,79,70,70,70,70,70,70,70,71,72,72,72,72,71,71,71,71,71,70,71,71,72,72,72,72
"197","2013-07-05",16017,15092,14483,14136,14111,14367,15641,17532,19372,21034,22389,23316,23921,24272,24440,24573,24664,24501,23839,22900,22337,21651,20052,18297,78,77,76,76,76,75,75,77,80,82,85,87,88,90,91,92,91,90,89,87,84,82,81,80,72,71,71,71,70,70,70,71,71,72,72,72,71,70,70,70,70,70,70,71,71,72,72,72
"198","2013-07-08",16056,15215,14689,14442,14529,15133,16689,18617,20133,21364,22340,22996,23411,23768,23834,23876,23790,23424,22644,21705,21152,20182,18228,16316,75,75,75,75,74,73,73,74,76,78,80,79,80,81,83,82,82,80,79,77,75,73,71,70,72,71,72,71,70,69,69,69,69,70,70,69,68,68,67,66,66,66,67,66,66,67,66,66
"199","2013-07-09",14920,14037,13501,13236,13319,13964,15325,16862,17847,18565,19285,19777,20062,20286,20272,20135,20118,20073,19682,19245,19164,18520,16930,15306,70,69,68,68,68,67,67,67,69,70,71,73,73,74,74,75,75,75,75,73,73,72,71,70,66,67,66,66,66,66,66,66,66,66,66,67,66,66,66,67,67,67,66,67,67,67,67,67
"200","2013-07-10",14095,13363,12943,12775,12965,13738,15209,16830,17914,18757,19613,20484,21168,21775,21997,21972,21861,21642,21172,20739,20600,19841,18174,16458,70,69,69,69,69,69,69,69,70,71,73,76,79,79,80,79,79,77,76,76,75,75,74,73,67,67,67,66,67,67,67,67,68,68,70,70,71,70,71,72,72,72,72,72,72,72,72,72
"201","2013-07-11",15176,14368,13872,13666,13815,14498,16098,17769,18795,19443,19805,20150,20501,20946,21180,21305,21347,21240,20768,20197,19948,19316,17614,15824,74,74,73,73,72,72,73,73,74,75,75,75,77,79,79,80,81,81,80,78,77,75,74,73,71,71,71,71,71,71,71,71,71,72,72,71,70,70,69,68,67,67,67,68,67,66,66,65
"202","2013-07-12",14416,13482,12921,12652,12696,13206,14466,15929,16934,17756,18416,18816,18991,19184,19171,19048,18858,18430,17742,17166,17047,16533,15281,13922,71,70,69,69,68,68,68,68,70,71,73,74,75,76,76,76,76,75,74,73,71,69,68,68,65,64,63,61,61,60,59,59,59,59,60,60,60,60,61,61,61,60,60,59,59,58,58,58
"203","2013-07-15",15956,15072,14513,14217,14318,14925,16566,18717,20532,22066,23420,24358,24943,25376,25551,25647,25652,25483,24992,24259,23797,22853,20687,18536,77,76,75,74,74,74,74,76,80,83,85,88,88,89,89,89,90,89,88,87,84,82,80,79,71,71,71,70,70,70,70,71,71,70,69,69,68,67,66,66,66,66,67,68,69,70,69,69
"204","2013-07-16",16930,15893,15150,14734,14712,15208,16749,18802,20437,21893,23262,24288,24966,25517,25679,25755,25809,25619,25007,24147,23637,22669,20518,18394,79,78,77,76,74,73,73,76,79,83,85,88,89,90,88,88,89,89,88,86,83,80,80,77,69,68,66,66,66,65,65,66,66,66,67,67,67,65,66,67,66,65,66,67,68,68,67,68
"205","2013-07-17",16771,15758,15083,14726,14761,15292,16866,18979,20669,22074,23408,24383,25086,25650,25937,26102,26182,26055,25482,24693,24327,23315,21203,19108,77,76,75,73,73,72,73,75,79,81,83,86,88,89,90,90,90,90,89,87,84,82,81,79,67,68,68,68,67,67,67,68,69,69,69,67,68,68,68,69,68,67,68,70,70,71,71,71
"206","2013-07-18",17608,16647,16045,15693,15733,16309,17930,20154,21942,23364,24618,25459,25920,26309,26408,26389,26239,25860,25176,24447,24175,23268,21329,19313,79,78,77,77,76,77,76,79,82,85,87,87,88,89,88,89,88,88,86,84,82,80,81,80,71,71,70,70,70,70,70,71,71,72,71,70,70,69,69,69,68,68,70,70,71,71,72,72
"207","2013-07-19",17736,16762,16177,15855,15948,16557,18074,20164,22009,23615,25037,26028,26574,26885,26910,26912,26918,26638,25882,25090,24764,24071,22367,20452,79,78,77,77,76,76,76,78,81,84,88,90,93,94,95,95,95,94,92,90,88,86,85,84,72,72,72,72,72,72,72,72,72,72,72,72,70,70,70,70,72,72,73,73,74,74,73,74
"208","2013-07-22",14221,13463,13034,12854,13043,13688,15094,16725,17889,18763,19600,20292,20830,21373,21556,21485,21299,21009,20485,19993,19927,19051,17372,15757,71,70,69,68,68,67,67,68,70,71,73,76,77,78,80,79,78,78,76,75,73,72,72,71,66,66,65,66,65,65,65,65,66,66,66,66,66,66,65,66,67,68,68,68,67,67,68,68
"209","2013-07-23",14565,13866,13444,13277,13469,14281,15722,17218,18185,18997,19829,20550,20998,21370,21675,21859,21656,21232,20753,20211,20013,19271,17671,15984,70,70,70,70,69,70,70,70,70,71,72,75,76,76,78,81,77,76,75,76,75,73,72,72,68,68,68,69,69,69,69,69,69,70,70,71,70,71,71,70,69,70,70,70,71,71,70,70
"210","2013-07-24",14734,13951,13494,13274,13427,14083,15573,17400,18762,19878,20874,21521,21826,21956,21986,21787,21581,21372,20597,19717,19331,18445,16577,14656,71,71,71,71,71,70,70,72,75,77,79,80,81,81,81,80,80,80,79,77,74,71,68,67,69,69,70,69,69,68,68,69,68,68,66,65,65,64,63,62,61,61,59,58,58,57,56,54
"211","2013-07-25",13265,12374,11795,11514,11600,12191,13296,14521,15231,15660,16021,16178,16142,16125,16002,15813,15750,15751,15575,15423,15459,14773,13530,12300,65,63,61,60,60,59,58,59,59,60,61,62,63,63,63,64,63,63,63,62,61,61,61,61,53,51,50,48,48,48,48,49,49,50,50,51,52,53,55,55,56,56,56,57,57,57,57,57
"212","2013-07-26",11401,10883,10599,10527,10744,11480,12717,14126,15082,15708,16160,16412,16460,16557,16497,16368,16368,16355,16130,15874,15857,15353,14184,12923,61,61,61,61,61,61,61,61,62,62,64,65,67,69,71,72,72,72,71,71,70,69,67,66,58,58,59,59,59,59,59,59,60,60,60,61,62,62,62,62,62,61,62,62,62,62,61,61
"213","2013-07-29",12967,12373,12047,11944,12211,13012,14400,16020,17223,18179,19072,19813,20339,20775,21120,21338,21309,21069,20587,19838,19491,18519,16715,14934,69,68,67,67,67,67,67,68,69,72,73,76,78,78,79,80,81,80,79,78,75,73,71,69,65,65,65,65,66,66,66,66,67,67,66,66,65,65,66,63,63,63,65,63,61,60,61,62
"214","2013-07-30",13596,12752,12229,11935,11978,12512,13698,15266,16400,17259,17991,18489,18810,19170,19394,19531,19639,19524,19021,18332,18206,17383,15740,14090,69,67,66,65,64,64,62,65,68,70,73,75,76,78,79,80,80,79,77,76,73,71,70,69,61,60,59,59,57,56,56,56,56,56,56,57,56,56,55,55,53,54,55,56,57,58,57,57
"215","2013-07-31",12875,12121,11656,11445,11567,12165,13445,15075,16254,17136,17890,18460,18823,19189,19426,19540,19627,19451,18854,18273,18316,17541,15923,14306,67,66,64,64,63,62,61,64,69,71,74,76,76,77,78,79,78,78,77,76,73,71,70,68,57,57,57,57,56,56,56,57,57,57,57,56,56,56,57,55,56,56,58,59,60,61,61,61
"216","2013-08-01",13109,12323,11861,11638,11771,12444,13720,15350,16642,17639,18467,18968,19167,19280,19198,18898,18523,18186,17765,17541,17516,16680,15260,13809,67,66,65,65,64,63,62,64,68,71,73,76,77,77,75,74,72,71,69,69,68,68,67,67,61,61,61,61,60,59,59,61,63,64,64,64,63,62,63,64,64,62,63,63,63,62,63,63
"217","2013-08-02",12766,12117,11745,11608,11801,12531,13795,15225,16332,17218,18036,18596,18987,19393,19593,19639,19575,19350,18741,18030,17908,17240,15899,14421,66,66,65,65,66,65,65,65,67,69,71,75,77,79,81,80,81,81,80,78,75,73,71,69,63,63,63,63,63,63,64,64,64,64,64,62,62,61,59,58,57,57,58,59,60,61,61,62
"218","2013-08-05",11441,10851,10516,10418,10614,11267,12459,13968,14977,15570,15997,16231,16339,16545,16636,16708,16845,16889,16543,16058,16096,15231,13706,12302,62,61,59,58,58,56,57,59,62,64,66,68,70,72,73,74,75,75,75,73,69,67,64,62,52,51,51,51,51,50,50,51,51,48,45,43,43,42,43,43,42,42,43,43,46,45,46,48
"219","2013-08-06",11285,10685,10347,10218,10402,11043,12186,13645,14709,15456,16115,16560,16823,17139,17256,17304,17378,17307,16887,16419,16519,15722,14224,12770,61,60,58,58,57,56,54,57,62,65,68,71,73,75,75,75,75,75,74,72,70,67,65,64,47,47,46,47,47,47,47,49,49,50,51,50,50,51,50,50,50,51,52,54,55,55,56,55
"220","2013-08-07",11722,11077,10717,10577,10758,11416,12640,14151,15246,16042,16640,17045,17286,17536,17689,17728,17719,17545,17050,16708,16881,16078,14644,13255,63,61,60,59,58,58,58,60,64,67,70,73,74,75,76,77,76,76,74,73,70,69,68,67,56,56,56,55,55,55,54,56,58,59,59,55,55,54,55,55,56,55,55,56,58,58,59,58
"221","2013-08-08",12298,11683,11370,11293,11563,12410,13766,15219,16271,17079,17723,18171,18485,18870,19125,19336,19491,19451,19072,18773,18979,18157,16646,15145,67,67,67,67,67,67,67,68,68,70,71,73,74,75,78,79,80,79,78,76,75,74,73,73,59,59,60,61,62,63,63,64,66,67,67,67,68,68,69,68,68,68,68,69,69,69,69,69
"222","2013-08-09",14021,13340,12932,12783,12992,13792,15151,16653,17687,18391,18894,19105,19035,18999,18847,18684,18729,18711,18458,18214,18364,17683,16439,15007,72,72,72,72,72,72,71,72,72,72,72,73,73,73,73,73,75,75,75,75,74,73,73,72,68,68,68,68,68,69,69,70,70,70,70,71,71,71,71,71,71,72,72,72,71,71,71,70
"223","2013-08-12",11857,11278,10974,10897,11122,11869,13088,14566,15701,16579,17293,17780,18151,18588,18844,19004,19163,19149,18710,18176,18263,17242,15584,14027,65,64,63,63,63,63,62,63,66,70,73,75,77,77,78,79,80,79,79,77,74,71,69,68,58,58,58,58,58,58,58,58,59,57,57,55,54,55,56,55,56,56,57,58,59,61,62,61
"224","2013-08-13",12879,12194,11790,11631,11820,12616,13899,15324,16331,17034,17584,17849,17871,17873,17746,17650,17759,17824,17507,17241,17393,16466,15002,13576,67,67,66,66,65,65,65,66,68,69,69,70,71,71,71,72,72,73,72,71,69,67,67,66,62,62,61,61,61,62,62,63,64,65,66,66,66,66,65,64,63,63,64,64,64,64,64,63
"225","2013-08-14",12512,11868,11483,11298,11418,12032,13074,14369,15291,15887,16366,16645,16733,16827,16866,16858,16873,16756,16314,15952,16127,15259,13807,12398,66,66,65,64,63,62,60,60,62,64,66,68,69,71,71,72,73,73,72,70,66,64,63,61,63,63,61,59,57,54,52,51,50,50,50,50,50,50,50,50,50,50,50,50,51,51,51,50
"226","2013-08-15",11415,10788,10443,10313,10471,11136,12268,13705,14742,15486,16068,16414,16569,16781,16847,16873,16905,16794,16372,16039,16211,15332,13919,12544,60,59,58,56,56,56,55,57,61,65,68,70,72,74,74,75,74,74,75,72,68,65,63,63,51,50,51,50,50,50,49,51,51,51,50,49,48,48,48,47,47,49,49,49,51,52,52,53
