"","LoadDate","Load1","Load2","Load3","Load4","Load5","Load6","Load7","Load8","Load9","Load10","Load11","Load12","Load13","Load14","Load15","Load16","Load17","Load18","Load19","Load20","Load21","Load22","Load23","Load24","Dry1","Dry2","Dry3","Dry4","Dry5","Dry6","Dry7","Dry8","Dry9","Dry10","Dry11","Dry12","Dry13","Dry14","Dry15","Dry16","Dry17","Dry18","Dry19","Dry20","Dry21","Dry22","Dry23","Dry24","Dew1","Dew2","Dew3","Dew4","Dew5","Dew6","Dew7","Dew8","Dew9","Dew10","Dew11","Dew12","Dew13","Dew14","Dew15","Dew16","Dew17","Dew18","Dew19","Dew20","Dew21","Dew22","Dew23","Dew24"
"227","2013-08-16",11524,10889,10513,10353,10518,11175,12250,13698,14850,15687,16328,16696,16864,17045,17076,17022,17028,16877,16390,15985,16079,15292,14056,12751,62,60,58,56,55,55,55,56,63,66,70,72,74,75,76,75,76,77,76,74,71,67,65,64,53,53,52,52,52,51,52,52,52,54,53,53,52,51,51,51,51,52,51,52,54,57,57,56
"228","2013-08-19",11576,11001,10680,10587,10822,11594,12765,14271,15525,16500,17330,17907,18260,18587,18658,18566,18429,18278,17960,17818,17911,16887,15316,13849,65,64,63,62,62,61,61,62,66,70,74,77,78,79,80,80,79,78,78,76,73,72,70,70,58,57,57,57,57,58,57,58,59,60,60,59,58,58,58,58,58,59,58,60,60,60,61,61
"229","2013-08-20",12765,12091,11655,11455,11572,12300,13506,14983,16249,17327,18266,19018,19579,20046,20333,20594,20725,20605,20008,19504,19416,18191,16403,14702,69,68,67,66,65,64,63,65,69,73,76,79,80,81,83,84,84,84,81,79,74,72,71,71,61,61,60,60,60,59,59,59,60,60,60,60,60,60,59,57,57,58,60,61,62,62,62,62
"230","2013-08-21",13437,12621,12124,11865,11976,12681,13854,15398,16748,17946,19085,20017,20695,21315,21699,21938,22036,21812,21075,20527,20364,19052,17157,15367,69,69,68,67,66,65,64,66,70,74,77,80,82,83,84,85,86,86,84,82,78,75,74,72,61,61,61,61,60,59,59,60,62,62,62,63,62,62,61,61,61,61,60,62,63,64,64,63
"231","2013-08-22",14067,13233,12707,12448,12586,13325,14538,16093,17468,18583,19568,20286,20637,20850,20889,20725,20576,20403,19835,19630,19665,18615,16966,15355,71,70,69,68,68,67,66,67,71,75,77,80,81,82,82,81,80,80,79,77,75,74,73,72,63,63,62,63,62,63,62,62,64,65,65,66,66,66,66,67,67,67,67,67,67,68,68,69
"232","2013-08-23",14151,13361,12885,12660,12742,13398,14468,15840,16912,17578,18086,18499,18732,18923,18890,18672,18458,18063,17345,16876,16849,15889,14511,13117,72,71,70,70,71,69,68,67,69,71,72,75,77,77,77,77,77,76,75,73,70,68,66,65,68,67,66,66,64,62,61,61,60,58,58,56,55,53,53,53,53,53,52,53,53,53,52,51
"233","2013-08-26",11719,11185,10919,10869,11160,12050,13457,14816,15703,16356,16946,17480,17954,18288,18301,18257,18238,18227,18086,18301,18197,17110,15533,14068,67,66,66,66,66,66,66,66,66,67,69,71,72,76,78,77,76,76,75,74,73,72,71,70,55,56,56,56,57,57,57,57,58,59,59,59,61,61,62,63,64,65,65,65,66,66,66,66
"234","2013-08-27",13049,12410,12063,11914,12159,13079,14660,16023,16993,17833,18542,19049,19383,19865,20215,20505,20693,20584,20026,19808,19619,18268,16409,14686,70,69,69,68,68,68,69,69,70,71,73,74,76,78,79,81,81,80,79,76,73,72,71,71,67,66,66,66,66,67,67,67,67,68,68,67,67,67,66,66,66,65,65,66,67,66,66,66
"235","2013-08-28",13459,12682,12231,11985,12113,12974,14457,15784,16848,17886,18911,19770,20427,20968,21221,21212,20949,20428,19736,19612,19313,17941,16106,14464,69,68,68,66,65,65,65,66,67,70,73,76,78,80,81,80,79,77,73,72,71,70,70,69,66,65,64,63,63,63,63,64,65,65,65,66,66,66,65,65,65,65,65,66,66,66,66,66
"236","2013-08-29",13327,12630,12217,12035,12223,13152,14788,16002,16654,17084,17416,17556,17516,17534,17389,17217,17123,16995,16704,16809,16656,15608,14155,12758,68,68,67,67,66,65,65,66,66,67,67,68,68,68,69,69,68,68,67,66,65,64,64,64,66,65,65,64,64,64,64,64,64,64,63,63,63,62,62,61,61,61,60,60,60,59,59,59
"237","2013-08-30",11793,11206,10879,10769,10981,11842,13272,14549,15456,16100,16685,17172,17540,18039,18433,18752,18980,18894,18348,18238,18112,17128,15776,14390,63,63,63,63,63,62,63,63,64,67,68,71,75,77,79,81,81,82,80,77,75,74,73,72,59,59,58,59,59,59,59,60,60,61,62,63,64,64,64,64,64,64,65,66,66,66,67,67
